runID,stimulus,rxnTime,sessionNum,LED,target,RH,LH,RM,LM,NG,Spout_1,Spout_2,latency
15.0,22.627417,819.0,1.0,False,1.0,True,False,False,False,False,0.0,0.0,984.0
15.0,2.0,-1.0,1.0,False,0.0,False,False,False,False,False,0.0,0.0,
15.0,2.828427,842.0,1.0,False,0.0,False,False,False,True,False,0.0,0.0,170.0
15.0,22.627417,735.0,1.0,False,1.0,True,False,False,False,False,0.0,0.0,117.0
15.0,2.828427,849.0,1.0,False,0.0,False,False,False,False,False,0.0,0.0,849.0
15.0,32.0,839.0,1.0,False,1.0,True,False,False,False,False,0.0,0.0,173.0
15.0,2.0,835.0,1.0,False,0.0,False,False,False,True,False,0.0,0.0,168.0
15.0,32.0,823.0,1.0,False,1.0,True,False,False,False,False,0.0,0.0,165.0
15.0,22.627417,1177.0,1.0,False,1.0,True,False,False,False,False,0.0,0.29333333333333333,0.0
15.0,2.828427,781.0,1.0,False,0.0,False,False,False,True,False,0.22666666666666666,0.0,60.0
15.0,2.0,1052.0,1.0,False,0.0,False,True,False,False,False,0.0,0.0,277.0
15.0,2.0,871.0,1.0,False,0.0,False,False,False,True,False,0.0,0.0,465.0
15.0,32.0,703.0,1.0,False,1.0,True,False,False,False,False,0.0,0.0,91.0
15.0,2.828427,865.0,1.0,False,0.0,False,True,False,False,False,0.0,0.0,186.0
15.0,22.627417,781.0,1.0,False,1.0,False,False,True,False,False,0.0,0.0,164.0
15.0,2.828427,771.0,1.0,False,0.0,False,False,False,True,False,0.44,0.0,44.0
15.0,32.0,700.0,1.0,False,1.0,True,False,False,False,False,0.0,0.0,101.0
15.0,2.0,801.0,1.0,False,0.0,False,False,False,True,False,0.09333333333333334,0.26666666666666666,0.0
15.0,22.627417,813.0,1.0,False,1.0,True,False,False,False,False,0.0,0.0,159.0
15.0,2.828427,795.0,1.0,False,0.0,False,False,False,True,False,0.41333333333333333,0.26666666666666666,46.0
16.0,2.0,972.0,1.0,False,0.0,False,False,False,True,False,0.0,0.0,277.0
16.0,2.828427,860.0,1.0,False,0.0,False,True,False,False,False,0.0,0.0,182.0
16.0,2.0,839.0,1.0,False,0.0,False,False,False,True,False,0.10666666666666667,0.56,64.0
16.0,2.828427,801.0,1.0,False,0.0,False,False,False,True,False,0.0,0.0,277.0
16.0,2.0,960.0,1.0,False,0.0,False,True,False,False,False,0.0,0.0,231.0
16.0,2.828427,878.0,1.0,False,0.0,False,True,False,False,False,0.0,0.0,191.0
16.0,2.828427,865.0,1.0,False,0.0,False,False,False,True,False,0.0,0.0,494.0
16.0,2.0,-1.0,1.0,False,0.0,False,False,False,False,True,0.0,0.0,
16.0,2.828427,1642.0,1.0,False,0.0,False,False,False,True,False,0.0,0.0,590.0
16.0,2.0,892.0,1.0,False,0.0,False,False,False,True,False,0.0,0.0,200.0
16.0,2.0,789.0,1.0,False,0.0,False,True,False,False,False,0.52,0.0,38.0
16.0,2.828427,878.0,1.0,False,0.0,False,True,False,False,False,0.0,0.0,191.0
16.0,2.828427,809.0,1.0,False,0.0,False,True,False,False,False,0.0,0.0,155.0
17.0,2.0,849.0,1.0,False,0.0,False,True,False,False,False,0.0,0.0,176.0
17.0,22.627417,733.0,1.0,False,1.0,False,False,True,False,False,0.0,0.0,552.0
17.0,2.828427,847.0,1.0,False,0.0,False,True,False,False,False,0.0,0.0,173.0
17.0,32.0,763.0,1.0,False,1.0,False,False,True,False,False,0.0,0.0,483.0
17.0,2.0,860.0,1.0,False,0.0,False,False,False,False,False,0.0,0.0,981.0
17.0,22.627417,905.0,1.0,False,1.0,False,False,False,False,False,0.0,0.0,202.0
17.0,32.0,729.0,1.0,False,1.0,False,False,True,False,False,0.0,0.0,137.0
17.0,2.828427,726.0,1.0,False,0.0,False,False,False,True,False,0.5066666666666667,0.0,14.0
17.0,32.0,813.0,1.0,False,1.0,True,False,False,False,False,0.0,0.30666666666666664,54.0
17.0,22.627417,799.0,1.0,False,1.0,False,False,True,False,False,0.0,0.0,363.0
